No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue,Volume,Industry,Sector,Net Income,FCF,Net Cash,Rev. Growth
2624,COEP,"Coeptis Therapeutics Holdings, Inc.",26.71M,9.38,0.75%,-,"12,013",Biotechnology,Healthcare,-,-11.62M,-6.91M,-637.55K
2625,RLYB,Rallybio Corporation,26.64M,0.640,-9.21%,636.00K,"48,860",Biotechnology,Healthcare,-,-57.78M,-49.28M,65.36M
2626,NMTC,NeuroOne Medical Technologies Corporation,26.54M,0.860,-4.66%,5.75M,"35,784",Medical Devices,Healthcare,104.21%,-7.19M,-7.10M,792.84K
2627,NIXX,"Nixxy, Inc.",26.29M,1.820,-14.55%,668.69K,"621,393",Staffing & Employment Services,Industrials,-88.79%,-16.44M,-782.14K,1.16M
2628,POCI,"Precision Optics Corporation, Inc.",26.29M,4.130,-6.08%,18.68M,"13,531",Medical Instruments & Supplies,Healthcare,-2.78%,-4.01M,-2.47M,-2.88M
2629,PULM,"Pulmatrix, Inc.",26.26M,7.19,-0.41%,7.81M,"15,075",Biotechnology,Healthcare,6.96%,-9.56M,-,9.52M
2630,CENN,Cenntro Inc.,26.26M,0.851,-6.88%,37.05M,"111,392",Auto Manufacturers,Consumer Discretionary,142.48%,-40.45M,-25.74M,-7.26M
2631,EHGO,Eshallgo Inc.,26.23M,1.030,1.98%,16.96M,"18,548",Business Equipment & Supplies,Industrials,-7.93%,8.65K,2.17M,6.06M
2632,TDTH,Trident Digital Tech Holdings Ltd,26.14M,0.405,-33.54%,1.38M,"4,744,667",Information Technology Services,Technology,8.81%,-4.84M,-,-1.93M
2633,SDST,Stardust Power Inc.,26.10M,0.495,-27.54%,-,"993,550",Electrical Equipment & Parts,Industrials,-,-23.75M,-10.75M,-3.22M
2634,GTIM,Good Times Restaurants Inc.,26.07M,2.450,2.08%,145.49M,"14,652",Restaurants,Consumer Discretionary,5.49%,2.33M,754.00K,-43.86M
2635,HUIZ,Huize Holding Limited,25.99M,2.620,-2.96%,171.11M,"6,740",Insurance Brokers,Financials,4.46%,-88.92K,-,20.19M
2636,GDTC,CytoMed Therapeutics Limited,25.97M,2.250,1.35%,330.25K,882,Biotechnology,Healthcare,-21.95%,-2.26M,-2.61M,4.72M
2637,VIVK,"Vivakor, Inc.",25.94M,0.771,-18.26%,61.99M,"23,433",Oil & Gas Integrated,Energy,0.33%,-10.73M,-1.60M,-32.30M
2638,DRIO,DarioHealth Corp.,25.90M,0.623,-5.00%,27.04M,"192,655",Health Information Services,Healthcare,32.86%,-30.09M,-38.70M,-1.73M
2639,CGTX,"Cognition Therapeutics, Inc.",25.76M,0.416,-7.77%,-,"429,323",Biotechnology,Healthcare,-,-33.97M,-28.48M,24.20M
2640,TLF,"Tandy Leather Factory, Inc.",25.49M,3.000,-0.99%,74.39M,"3,199",Specialty Retail,Consumer Discretionary,-2.41%,827.00K,1.57M,2.51M
2641,EBON,Ebang International Holdings Inc.,25.44M,4.050,-0.25%,3.59M,"4,278",Computer Hardware,Technology,-68.37%,-35.18M,-,229.66M
2642,NXL,"Nexalin Technology, Inc.",25.41M,1.910,-7.28%,168.72K,"112,264",Medical Devices,Healthcare,52.35%,-7.61M,-3.94M,3.48M
2643,SPCB,SuperCom Ltd.,25.37M,7.30,3.99%,26.84M,"99,205",Security & Protection Services,Industrials,5.23%,1.53M,-1.19M,-25.12M
2644,SNYR,Synergy CHC Corp.,25.24M,2.900,-9.66%,37.78M,"22,914",Medical Distribution,Healthcare,-1.64%,4.61M,1.78M,-31.74M
2645,SWIN,Solowin Holdings,25.23M,1.560,-8.94%,2.42M,"97,945",Capital Markets,Financials,-57.96%,-12.06M,-2.61M,1.73M
2646,VYNE,VYNE Therapeutics Inc.,25.21M,1.700,-4.49%,501.00K,"307,416",Biotechnology,Healthcare,18.16%,-39.83M,-34.09M,61.42M
2647,DALN,DallasNews Corporation,25.16M,4.700,-5.62%,125.39M,"14,352",Publishing,Communication Services,-10.24%,131.00K,-12.31M,-10.51M
2648,DARE,"Daré Bioscience, Inc.",25.06M,2.880,-0.35%,1.88M,"8,181",Biotechnology,Healthcare,88.13%,-3.60M,-8.63M,5.34M
2649,TURB,"Turbo Energy, S.A.",24.94M,2.264,1.07%,11.66M,"5,505",Solar,Technology,-54.71%,-4.48M,1.68M,-881.61K
2650,OESX,"Orion Energy Systems, Inc.",24.91M,0.756,-0.53%,85.26M,"47,444","Furnishings, Fixtures & Appliances",Consumer Discretionary,-0.63%,-7.28M,1.46M,-3.58M
2651,OVID,Ovid Therapeutics Inc.,24.88M,0.350,-7.63%,566.00K,"673,914",Biotechnology,Healthcare,44.39%,-25.98M,-56.03M,38.32M
2652,DRRX,DURECT Corporation,24.83M,0.800,-0.74%,2.03M,"12,918",Drug Manufacturers - Specialty & Generic,Healthcare,-76.24%,-7.87M,-,9.60M
2653,DTST,Data Storage Corporation,24.83M,3.540,-8.76%,25.14M,"55,146",Information Technology Services,Technology,1.64%,160.33K,850.18K,11.09M
2654,GLBS,Globus Maritime Limited,24.80M,1.205,-,34.87M,"8,977",Marine Shipping,Industrials,11.75%,431.00K,-101.90M,-72.12M
2655,ORIS,Oriental Rise Holdings Limited,24.43M,1.110,-0.89%,16.75M,"39,975",Packaged Foods,Consumer Staples,-31.96%,5.19M,6.95M,35.11M
2656,CJMB,Callan JMB Inc.,24.21M,4.230,-2.76%,6.88M,"46,414",Integrated Freight & Logistics,Industrials,-69.76%,-1.73M,1.04M,1.81M
2657,VRAR,"The Glimpse Group, Inc.",24.20M,1.150,-9.45%,9.23M,"255,919",Software - Infrastructure,Technology,-21.53%,-6.52M,-2.15M,8.24M
2658,OCC,Optical Cable Corporation,24.10M,2.940,-7.55%,67.56M,"17,155",Communication Equipment,Technology,-1.72%,-3.89M,1.72M,-10.62M
2659,MOGO,Mogo Inc.,24.09M,0.900,-9.09%,29.24M,"111,349",Software - Infrastructure,Technology,1.46%,-9.51M,-943.40K,-53.58M
2660,XAIR,"Beyond Air, Inc.",24.02M,0.272,-3.20%,3.02M,"695,614",Medical Devices,Healthcare,338.75%,-52.30M,-48.30M,232.00K
2661,SOND,Sonder Holdings Inc.,23.94M,2.170,0.46%,624.46M,"7,980",Lodging,Consumer Discretionary,8.33%,-335.01M,-129.93M,-1.42B
2662,ECDA,"ECD Automotive Design, Inc.",23.89M,0.660,-2.96%,22.22M,"52,079",Auto Manufacturers,Consumer Discretionary,58.41%,-8.64M,-11.48M,-13.14M
2663,PASG,"Passage Bio, Inc.",23.68M,0.381,-7.79%,-,"238,507",Biotechnology,Healthcare,-,-64.77M,-47.99M,51.28M
2664,LGVN,Longeveron Inc.,23.59M,1.580,-7.06%,2.39M,"203,586",Biotechnology,Healthcare,237.38%,-24.62M,-14.52M,17.79M
2665,CARA,"Cara Therapeutics, Inc.",23.55M,5.15,-4.28%,7.14M,"15,685",Biotechnology,Healthcare,-65.96%,-70.87M,-61.96M,-6.55M
2666,GTEC,Greenland Technologies Holding Corporation,23.52M,1.730,-20.28%,83.94M,"1,928,986",Auto Parts,Consumer Discretionary,-7.07%,14.07M,11.38M,23.51M
2667,FGL,Founder Group Limited,23.52M,1.390,3.73%,23.27M,"51,785",Engineering & Construction,Industrials,336.06%,592.48K,-2.12M,-3.88M
2668,AMPG,"AmpliTech Group, Inc.",23.51M,1.510,-1.95%,11.67M,"187,554",Communication Equipment,Technology,-26.38%,-7.94M,-5.90M,-4.81M
2669,RMSG,Real Messenger Corporation,23.46M,2.244,0.61%,-,"21,264",-,-,-,-4.90M,-4.77M,-4.40M
2670,KFFB,Kentucky First Federal Bancorp,23.45M,2.900,0.18%,7.99M,"1,131",Banks - Regional,Financials,5.86%,-1.19M,-426.00K,-40.82M
2671,FGF,Fundamental Global Inc.,23.31M,18.43,-3.60%,22.35M,602,Insurance - Diversified,Financials,-43.40%,-11.14M,-4.42M,-8.23M
2672,CPSH,CPS Technologies Corporation,23.24M,1.600,-2.44%,21.12M,"46,525",Electronic Components,Technology,-23.33%,-3.14M,-4.47M,4.12M
2673,DAIO,Data I/O Corporation,23.18M,2.510,-0.79%,21.77M,"19,899",Electronic Components,Technology,-22.43%,-3.09M,-,8.17M
2674,JUNS,"Jupiter Neurosciences, Inc.",23.17M,0.700,-5.76%,-,"61,595",Biotechnology,Healthcare,-,-1.34M,-,-2.36M
2675,NRSN,NeuroSense Therapeutics Ltd.,23.11M,0.995,-4.33%,-,"196,304",Biotechnology,Healthcare,-,-11.60M,-,325.00K
2676,LIVE,Live Ventures Incorporated,23.02M,7.41,7.55%,466.76M,"3,098",Home Improvement Retail,Consumer Discretionary,15.60%,-25.51M,13.51M,-244.64M
2677,CTRM,Castor Maritime Inc.,22.90M,2.370,-5.58%,76.44M,"37,187",Marine Shipping,Industrials,-25.38%,69.55M,11.89M,231.82M
2678,PMN,"ProMIS Neurosciences, Inc.",22.88M,0.700,-2.36%,-,"9,305",Biotechnology,Healthcare,-,-563.35K,-22.23M,21.57M
2679,MLEC,Moolec Science SA,22.80M,0.593,-3.25%,5.44M,"45,599",Biotechnology,Healthcare,105.74%,-7.64M,-8.82M,-18.47M
2680,MTC,"MMTec, Inc.",22.68M,0.900,-8.15%,-1.99M,"103,564",Software - Application,Technology,-18.95%,24.94M,-4.03M,-28.17M
2681,UTSI,UTStarcom Holdings Corp.,22.65M,2.400,1.27%,10.88M,342,Communication Equipment,Technology,-30.95%,-4.37M,-4.65M,42.49M
2682,BOSC,B.O.S. Better Online Solutions Ltd.,22.58M,3.920,-3.45%,40.45M,"15,217",Communication Equipment,Technology,-9.35%,2.24M,-,-208.00K
2683,ENLV,Enlivex Therapeutics Ltd.,22.43M,1.020,0.99%,-,"49,013",Biotechnology,Healthcare,-,-18.93M,-14.28M,23.74M
2684,TPCS,TechPrecision Corporation,22.13M,2.290,-1.29%,33.18M,"67,646",Metal Fabrication,Industrials,6.44%,-8.05M,-2.57M,-11.67M
2685,NXPL,NextPlat Corp,22.07M,0.850,-9.09%,65.48M,"59,844",Software - Application,Technology,73.44%,-14.03M,-5.65M,17.65M
2686,INTZ,Intrusion Inc.,22.05M,1.140,-,5.77M,"505,474",Software - Infrastructure,Technology,2.85%,-7.79M,-6.83M,2.12M
2687,MDAI,"Spectral AI, Inc.",22.04M,1.130,-11.72%,29.58M,"988,509",Medical Devices,Healthcare,63.83%,-15.32M,-9.20M,467.00K
2688,NXGL,"NEXGEL, Inc.",22.04M,2.880,-5.57%,8.69M,"26,345",Medical Instruments & Supplies,Healthcare,112.47%,-3.28M,-4.31M,-1.02M
2689,CETY,"Clean Energy Technologies, Inc.",22.04M,0.481,-5.67%,11.78M,"43,066",Specialty Industrial Machinery,Industrials,119.20%,-6.66M,-3.81M,-2.65M
2690,TNMG,TNL Mediagene,21.80M,0.835,-18.12%,-,"117,747",Advertising Agencies,Communication Services,-,-,-,-
2691,ZOOZ,ZOOZ Power Ltd.,21.79M,1.800,2.27%,1.04M,"2,372",Specialty Retail,Consumer Discretionary,36.26%,-10.99M,-10.00M,3.58M
2692,INLF,INLIF Limited,21.75M,1.500,-6.25%,14.52M,"80,103",Specialty Industrial Machinery,Industrials,73.92%,1.20M,-1.72M,-3.82M
2693,MKZR,"MacKenzie Realty Capital, Inc.",21.68M,1.550,0.65%,23.09M,"43,309",REIT - Diversified,Real Estate,57.39%,-19.47M,-,-122.46M
2694,BCAB,"BioAtla, Inc.",21.66M,0.373,-4.92%,11.00M,"1,442,621",Biotechnology,Healthcare,-,-69.78M,-85.08M,49.05M
2695,BGFV,Big 5 Sporting Goods Corporation,21.34M,0.970,-3.96%,795.47M,"71,646",Specialty Retail,Consumer Discretionary,-10.09%,-69.07M,-22.32M,-293.72M
2696,CMMB,Chemomab Therapeutics Ltd.,21.31M,1.130,2.73%,-,"98,237",Biotechnology,Healthcare,-,-13.95M,-,13.94M
2697,MSS,Maison Solutions Inc.,21.27M,1.080,-4.42%,111.74M,"52,190",Grocery Stores,Consumer Staples,102.07%,-1.32M,3.55M,-53.68M
2698,ABP,"Abpro Holdings, Inc.",21.22M,0.420,2.04%,230.00K,"6,469",Biotechnology,Healthcare,-89.07%,-7.72M,-7.45M,-7.27M
2699,HUDI,"Huadi International Group Co., Ltd.",21.13M,1.480,-5.13%,74.27M,"6,204",Steel,Materials,-11.93%,137.42K,9.93M,3.22M
2700,IZM,ICZOOM Group Inc.,21.12M,1.800,-0.55%,177.93M,"56,294",Electronics & Computer Distribution,Technology,-17.01%,-2.27M,1.98M,-10.18M
2701,CVV,CVD Equipment Corporation,20.92M,3.040,-1.30%,26.88M,"11,023",Specialty Industrial Machinery,Industrials,11.48%,-1.90M,-1.60M,12.33M
2702,BTCT,BTC Digital Ltd.,20.91M,3.980,-8.92%,8.48M,"130,900",Computer Hardware,Technology,-35.89%,-2.71M,436.00K,310.00K
2703,INHD,Inno Holdings Inc.,20.89M,4.737,5.26%,916.88K,"1,335",Steel,Materials,39.48%,-3.02M,-7.94M,4.64M
2704,QTTB,Q32 Bio Inc.,20.86M,1.710,-9.52%,-,"159,916",Biotechnology,Healthcare,-,-47.73M,-67.79M,59.06M
2705,LBGJ,Li Bang International Corporation Inc.,20.81M,1.110,-14.62%,10.79M,"6,275",Specialty Industrial Machinery,Industrials,-22.93%,-1.37M,-751.00K,-10.59M
2706,NAII,"Natural Alternatives International, Inc.",20.70M,3.500,1.45%,121.85M,"10,438",Packaged Foods,Consumer Staples,-4.63%,-7.63M,-12.41M,-53.01M
2707,FTHM,Fathom Holdings Inc.,20.69M,0.910,-5.53%,335.18M,"32,194",Real Estate Services,Real Estate,-2.91%,-21.58M,-5.20M,-11.66M
2708,NWGL,Nature Wood Group Limited,20.61M,1.245,-7.09%,21.71M,"19,277",Lumber & Wood Production,Materials,-45.69%,-11.17M,-,-29.56M
2709,ALLK,Allakos Inc.,20.56M,0.230,-1.96%,-,"732,444",Biotechnology,Healthcare,-,-115.82M,-,80.82M
2710,CREX,"Creative Realities, Inc.",20.48M,1.960,0.51%,50.85M,"30,280",Software - Application,Technology,12.59%,-3.51M,3.37M,-12.93M
2711,MURA,Mural Oncology plc,20.33M,1.180,-12.59%,-,"826,557",Biotechnology,Healthcare,-,-128.51M,-128.64M,136.36M
2712,ARBB,ARB IOT Group Limited,20.33M,0.769,10.00%,12.33M,"2,094,990",Information Technology Services,Technology,-75.97%,-11.66M,6.02M,8.96M
2713,MTEK,Maris-Tech Ltd.,20.33M,2.580,-1.90%,6.97M,"22,661",Electronic Components,Technology,246.50%,-313.77K,-2.80M,2.61M
2714,PSHG,Performance Shipping Inc.,20.27M,1.631,-1.47%,87.45M,"14,631",Marine Shipping,Industrials,-19.73%,41.90M,-,23.86M
2715,GAME,"GameSquare Holdings, Inc.",20.23M,0.620,-13.01%,99.07M,"205,964",Electronic Gaming & Multimedia,Communication Services,210.51%,-40.16M,-31.24M,-4.95M
2716,YOSH,Yoshiharu Global Co.,20.18M,13.99,-13.64%,12.84M,"59,644",Restaurants,Consumer Discretionary,25.97%,-2.67M,-684.68K,-14.16M
2717,MODV,ModivCare Inc.,20.00M,1.395,-12.81%,2.79B,"383,550",Medical Care Facilities,Healthcare,1.32%,-201.28M,-34.04M,-1.19B
2718,CDIO,"Cardio Diagnostics Holdings, Inc.",19.80M,0.380,-8.08%,34.89K,"1,506,664",Biotechnology,Healthcare,104.45%,-8.38M,-5.21M,6.86M
2719,CMBM,Cambium Networks Corporation,19.77M,0.700,-8.85%,172.22M,"210,735",Communication Equipment,Technology,-34.89%,-98.12M,-18.01M,-30.42M
2720,LSTA,"Lisata Therapeutics, Inc.",19.76M,2.350,-2.51%,1.00M,"2,955",Biotechnology,Healthcare,-,-19.99M,-19.36M,31.11M
2721,CRIS,"Curis, Inc.",19.64M,2.320,-3.73%,10.26M,"22,470",Biotechnology,Healthcare,0.44%,-45.48M,-40.49M,-18.40M
2722,BOF,BranchOut Food Inc.,19.63M,2.500,-5.66%,6.49M,"95,492",Packaged Foods,Consumer Staples,372.36%,-4.73M,-5.70M,-5.95M
2723,GIGM,GigaMedia Limited,19.45M,1.760,0.57%,3.09M,"30,794",Electronic Gaming & Multimedia,Communication Services,-31.79%,-3.85M,-,34.86M
2724,SWAG,"Stran & Company, Inc.",19.35M,1.040,10.05%,78.60M,"5,285",Advertising Agencies,Communication Services,11.82%,-3.80M,-237.00K,16.04M
2725,IXHL,Incannex Healthcare Inc.,19.28M,0.700,-3.98%,98.00K,"5,284",Drug Manufacturers - Specialty & Generic,Healthcare,-,-23.80M,-15.87M,-2.00M
2726,CDTG,CDT Environmental Technology Investment Holdings Limited,19.24M,1.777,-3.93%,31.43M,"14,928",Waste Management,Industrials,-0.04%,6.85M,-,-5.40M
2727,UBX,"Unity Biotechnology, Inc.",19.23M,1.140,-3.39%,-,"133,748",Biotechnology,Healthcare,-,-25.99M,-20.87M,-309.00K
2728,LFWD,Lifeward Ltd.,19.03M,1.790,-4.79%,25.66M,"276,027",Medical Devices,Healthcare,85.24%,-28.94M,-21.72M,5.87M
2729,CCTG,CCSC Technology International Holdings Limited,18.90M,1.632,-6.21%,16.46M,"3,810",Electrical Equipment & Parts,Industrials,3.27%,-2.45M,-8.18M,2.29M
2730,MDRR,"Medalist Diversified REIT, Inc.",18.77M,12.95,4.81%,9.74M,"1,641",REIT - Diversified,Real Estate,-5.23%,27.52K,-,-46.60M
2731,QMMM,QMMM Holdings Limited,18.75M,1.090,-0.91%,2.70M,"252,963",Advertising Agencies,Communication Services,-3.91%,-1.58M,-6.25M,395.36K
2732,BIVI,BioVie Inc.,18.64M,1.010,-6.48%,-,"205,913",Biotechnology,Healthcare,-,-25.53M,-,24.02M
2733,JVA,"Coffee Holding Co., Inc.",18.50M,3.240,-6.90%,80.33M,"195,174",Packaged Foods,Consumer Staples,15.77%,3.02M,109.63K,-2.96M
2734,LEDS,SemiLEDs Corporation,18.48M,2.260,-2.59%,4.79M,"17,357",Semiconductors,Technology,-19.21%,-1.99M,-635.00K,-3.38M
2735,RENT,"Rent the Runway, Inc.",18.36M,4.730,-3.47%,305.60M,"27,304",Apparel Retail,Consumer Discretionary,2.62%,-81.30M,-63.80M,-299.60M
2736,LDTC,LeddarTech Holdings Inc.,18.35M,0.496,-4.43%,332.00K,"126,284",Software - Application,Technology,141.86%,-91.89M,-17.59M,-49.15M
2737,GFAI,"Guardforce AI Co., Limited",18.34M,1.030,-3.74%,35.84M,"497,871",Security & Protection Services,Industrials,1.79%,-17.60M,-3.27M,10.95M
2738,VVOS,"Vivos Therapeutics, Inc.",18.32M,3.110,-2.51%,14.58M,"125,529",Medical Devices,Healthcare,0.54%,-12.57M,-13.07M,4.67M
2739,GYRO,"Gyrodyne, LLC",18.30M,8.32,-2.08%,2.74M,599,Real Estate Services,Real Estate,-43.49%,-3.75M,-,-
2740,ZBAI,ATIF Holdings Limited,18.18M,1.050,0.96%,670.00K,"13,604",Capital Markets,Financials,67.50%,-4.43M,-1.30M,8.03M
2741,NEHC,"New Era Helium, Inc.",18.17M,1.380,-1.43%,558.72K,"136,960",Oil & Gas Exploration & Production,Energy,-35.62%,-3.87M,-3.38M,-6.34M
2742,HTCR,"HeartCore Enterprises, Inc.",17.95M,0.857,-9.76%,30.29M,"154,670",Software - Application,Technology,47.63%,4.92M,-5.39M,4.05M
2743,IPA,ImmunoPrecise Antibodies Ltd.,17.94M,0.392,-10.97%,16.58M,"601,811",Biotechnology,Healthcare,1.35%,-32.30M,-6.62M,-8.98K
2744,ORKT,Orangekloud Technology Inc.,17.93M,0.788,-5.05%,3.90M,"98,275",Software - Application,Technology,-23.56%,-1.29M,-,29.07K
2745,NEPH,"Nephros, Inc.",17.70M,1.670,-0.60%,14.16M,"8,045",Medical Instruments & Supplies,Healthcare,-0.53%,74.00K,-547.00K,2.35M
2746,AXDX,"Accelerate Diagnostics, Inc.",17.63M,0.700,-18.45%,11.70M,"138,350",Medical Devices,Healthcare,-2.99%,-50.05M,-24.70M,-50.28M
2747,IINN,Inspira Technologies Oxy B.H.N. Ltd.,17.57M,0.686,-3.80%,-,"145,517",Medical Devices,Healthcare,-,-11.05M,-9.54M,5.12M
2748,MIRA,"MIRA Pharmaceuticals, Inc.",17.55M,1.060,-3.64%,-,"81,979",Drug Manufacturers - General,Healthcare,-,-11.24M,-,4.14M
2749,LPCN,Lipocine Inc.,17.55M,3.280,-0.98%,11.20M,"3,923",Biotechnology,Healthcare,-,8.35K,-1.31M,21.19M
2750,VSEE,"VSee Health, Inc.",17.54M,1.120,-8.20%,8.06M,"129,268",Health Information Services,Healthcare,37.45%,-54.55M,-2.98M,-8.29M
2751,WETH,Wetouch Technology Inc.,17.42M,1.460,-1.35%,41.02M,"63,458",Real Estate Services,Real Estate,2.86%,3.86M,588.63K,106.30M
2752,VVPR,VivoPower International PLC,17.40M,3.920,-6.22%,79.00K,"4,328,321",Solar,Technology,-99.42%,-43.35M,-8.98M,-28.97M
2753,CREG,Smart Powerr Corp.,17.39M,0.710,1.43%,-,"39,428",Utilities - Renewable,Utilities,-,-1.18M,-165.83K,53.10M
2754,DXST,Decent Holding Inc.,17.39M,1.070,-10.08%,11.54M,"20,827",Pollution & Treatment Controls,Industrials,22.18%,2.10M,-440.46K,365.21K
2755,PTLE,PTL Limited,17.38M,1.370,-25.95%,108.13M,"561,824",Specialty Retail,Consumer Discretionary,36.48%,363.07K,-,165.58K
2756,PEV,Phoenix Motor Inc.,17.38M,0.380,-7.23%,26.12M,"1,131,996",Auto Manufacturers,Consumer Discretionary,424.69%,2.16M,-3.97M,-8.16M
2757,EDSA,"Edesa Biotech, Inc.",17.34M,2.500,-1.19%,-,"4,625",Biotechnology,Healthcare,-,-6.11M,-5.00M,1.56M
2758,JBDI,JBDI Holdings Limited,17.22M,0.870,8.75%,9.39M,"125,930",Specialty Retail,Consumer Discretionary,-15.54%,-977.00K,919.00K,-1.53M
2759,ELBM,Electra Battery Materials Corporation,17.07M,1.092,-5.04%,-,"59,675",Other Industrial Metals & Mining,Materials,-,-50.07M,-11.69M,-37.55M
2760,TOMZ,"TOMI Environmental Solutions, Inc.",17.01M,0.850,2.10%,8.20M,"17,318",Pollution & Treatment Controls,Industrials,-5.11%,-2.45M,-2.80M,-2.21M
2761,KIRK,"Kirkland's, Inc.",16.92M,1.290,-5.84%,458.41M,"56,113",Home Improvement Retail,Consumer Discretionary,-1.46%,-20.90M,-13.94M,-211.80M
2762,ATER,"Aterian, Inc.",16.84M,2.300,-5.74%,99.05M,"134,436","Furnishings, Fixtures & Appliances",Consumer Discretionary,-30.53%,-11.86M,2.12M,10.58M
2763,IPM,Intelligent Protection Management Corp.,16.81M,1.820,-0.55%,1.10M,"24,002",Software - Application,Technology,14.16%,-8.43M,-3.02M,10.51M
2764,XTKG,"X3 Holdings Co., Ltd.",16.80M,1.220,-1.61%,15.23M,"104,139",Software - Application,Technology,51.59%,-62.62M,-6.49M,-7.92M
2765,MTEX,"Mannatech, Incorporated",16.78M,8.83,-3.39%,117.87M,"3,103",Food Distribution,Consumer Staples,-10.68%,2.49M,1.96M,4.70M
2766,MGIH,Millennium Group International Holdings Limited,16.76M,1.490,-5.10%,38.53M,"32,480",Packaging & Containers,Consumer Discretionary,-15.50%,-8.77M,-6.48M,7.21M
2767,DTSS,Datasea Inc.,16.71M,2.232,-6.62%,47.28M,"43,040",Software - Infrastructure,Technology,117.51%,-12.62M,-2.36M,-1.27M
2768,ABVE,Above Food Ingredients Inc.,16.67M,0.584,-13.75%,275.38M,"387,488",Packaged Foods,Consumer Staples,-7.07%,-39.85M,2.47M,-87.13M
2769,SISI,"Shineco, Inc.",16.66M,0.970,-22.40%,11.07M,"304,587",Farm Products,Consumer Staples,145.88%,-27.13M,-4.16M,-24.80M
2770,IRIX,IRIDEX Corporation,16.62M,0.999,13.15%,48.67M,"449,503",Medical Devices,Healthcare,-6.17%,-8.91M,-7.30M,-2.26M
2771,JFU,9F Inc.,16.60M,1.410,-6.00%,40.61M,"2,975",Information Technology Services,Technology,-40.27%,1.10M,-,354.89M
2772,AMOD,"Alpha Modus Holdings, Inc.",16.59M,1.330,-7.64%,-,"72,515",Software - Application,Technology,-,-991.79K,-,66.01K
2773,RMCO,Royalty Management Holding Corporation,16.58M,1.110,-0.08%,695.79K,"20,724",Asset Management,Financials,46.15%,-385.82K,1.25M,-473.25K
2774,LRE,"Lead Real Estate Co., Ltd",16.49M,1.209,-0.51%,117.80M,530,Real Estate - Development,Real Estate,8.82%,3.90M,-4.33M,-63.87M
2775,PT,Pintec Technology Holdings Limited,16.48M,1.040,-0.88%,4.48M,"1,221",Credit Services,Financials,-53.39%,-5.83M,-,6.14M
2776,XHG,XChange TEC.INC,16.42M,0.800,-2.34%,41.11M,"26,916",Insurance Brokers,Financials,-,-32.34M,-1.34M,-3.26M
2777,QNTM,Quantum BioPharma Ltd.,16.41M,8.56,2.15%,-,"14,065,837",Drug Manufacturers - Specialty & Generic,Healthcare,-,-14.20M,-6.89M,6.53M
2778,CHR,"Cheer Holding, Inc.",16.32M,1.345,-6.60%,147.20M,"24,088",Advertising Agencies,Communication Services,-3.37%,25.97M,22.87M,185.24M
2779,BOLT,"Bolt Biotherapeutics, Inc.",16.29M,0.425,-3.30%,7.69M,"202,249",Biotechnology,Healthcare,-2.36%,-63.12M,-61.33M,22.11M
2780,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",16.28M,0.389,-8.30%,315.89M,"67,609",Apparel Retail,Consumer Discretionary,-11.06%,-55.29M,1.30M,-34.89M
2781,ME,23andMe Holding Co.,16.27M,0.606,-21.26%,208.78M,"28,206,464",Diagnostics & Research,Healthcare,-15.81%,-390.37M,-155.63M,18.81M
2782,IPW,iPower Inc.,16.26M,0.517,-10.88%,80.84M,"114,004",Internet Retail,Consumer Discretionary,-7.00%,-137.28K,-269.58K,-6.67M
2783,JCTC,Jewett-Cameron Trading Company Ltd.,16.18M,4.600,4.07%,46.61M,"12,407",Lumber & Wood Production,Materials,-9.53%,-1.23M,-528.57K,3.04M
2784,EDTK,Skillful Craftsman Education Technology Limited,16.09M,1.010,-2.74%,624.37K,"5,865",Education & Training Services,Consumer Staples,-88.70%,-7.29M,-2.70M,3.90M
2785,BFRG,"Bullfrog AI Holdings, Inc.",16.01M,1.700,-6.08%,-,"221,001",Health Information Services,Healthcare,-,-7.04M,-5.61M,5.44M
2786,INAB,"IN8bio, Inc.",15.93M,0.196,-5.77%,-,"709,201",Biotechnology,Healthcare,-,-30.44M,-24.34M,6.09M
2787,HOVR,New Horizon Aircraft Ltd.,15.92M,0.510,-6.80%,-,"160,232",Aerospace & Defense,Industrials,-,7.00M,-4.41M,598.85K
2788,CAPT,Captivision Inc.,15.88M,0.491,14.89%,17.39M,"12,292,607",Building Materials,Materials,84.70%,-84.69M,-8.79M,-23.49M
2789,SDOT,Sadot Group Inc.,15.84M,2.700,-3.23%,700.94M,"8,087",Farm Products,Consumer Staples,-2.31%,3.99M,-3.26M,-5.74M
2790,IMNN,"Imunon, Inc.",15.81M,1.090,-4.39%,-,"153,982",Biotechnology,Healthcare,-,-18.62M,-18.88M,4.73M
2791,PRTG,Portage Biotech Inc.,15.80M,9.60,103.82%,-,"29,740,331",Biotechnology,Healthcare,-,-67.28M,-9.80M,1.74M
2792,ONMD,OneMedNet Corporation,15.67M,0.560,-2.78%,957.65K,"37,998",Health Information Services,Healthcare,1.36%,323.54K,6.30M,-6.87M
2793,MEIP,"MEI Pharma, Inc.",15.66M,2.350,0.43%,-,"12,438",Biotechnology,Healthcare,33.76%,-38.22M,-36.04M,23.74M
2794,JZ,Jianzhi Education Technology Group Company Limited,15.56M,0.771,-16.23%,50.81M,"3,156",Information Technology Services,Technology,-29.80%,-35.19M,4.67M,2.06M
